scene,mode,method,sample_id,frame_index,altitude_m,view_angle_deg,yaw_deg,keypoints,matches,inliers,inlier_ratio,reproj_err_px,scale,tiles_searched,plausible,reject_code,error_m,sigma_m,latency_ms,detect_ms,match_ms,ransac_ms
Scene_09,satellite,xfeat_mnn,L09_0001,0,63.88,89.44,81.62,1024,97,10,0.1031,1.045,0.4346,9,False,PLE-08,,,412.2,300.8,33.6,7.0
Scene_09,satellite,xfeat_mnn,L09_0002,1,70.66,89.41,82.04,1024,101,14,0.1386,1.333,2.1593,9,False,PLE-08,,,373.8,328.9,28.0,6.2
Scene_09,satellite,xfeat_mnn,L09_0003,2,78.25,89.4,82.44,1024,97,14,0.1443,1.315,0.9041,9,True,,3.1956,8.0,460.8,419.6,26.4,3.3
Scene_09,satellite,xfeat_mnn,L09_0004,3,85.34,89.4,82.7,1024,104,14,0.1346,1.252,2.9846,9,False,PLE-08,,,532.9,488.1,25.8,6.7
Scene_09,satellite,xfeat_mnn,L09_0005,4,91.23,89.42,83.0,1024,104,12,0.1154,1.303,0.8513,9,True,,3.9958,8.0,609.3,559.0,33.2,3.7
Scene_09,satellite,xfeat_mnn,L09_0006,5,93.91,89.43,83.24,1024,103,12,0.1165,1.159,0.5681,9,False,PLE-08,,,613.6,563.2,24.4,7.2
Scene_09,satellite,xfeat_mnn,L09_0007,6,93.52,87.17,143.04,1024,97,12,0.1237,1.096,0.5481,9,False,PLE-08,,,897.4,845.5,28.7,7.4
Scene_09,satellite,xfeat_mnn,L09_0008,7,92.33,86.78,144.67,1024,78,9,0.1154,0.578,2.1222,9,False,PLE-08,,,863.6,816.7,24.8,6.0
Scene_09,satellite,xfeat_mnn,L09_0009,8,92.58,86.7,146.03,1024,71,8,0.1127,1.308,1.4912,9,False,PLE-08,,,855.4,813.0,20.1,6.3
Scene_09,satellite,xfeat_mnn,L09_0010,9,92.94,86.86,147.48,1024,93,11,0.1183,1.293,3.514,9,False,PLE-08,,,865.7,795.9,35.1,6.8
Scene_09,satellite,xfeat_mnn,L09_0011,10,92.89,87.26,148.38,1024,64,7,0.1094,1.175,0.3378,9,False,PLE-08,,,857.8,815.0,23.8,3.8
Scene_09,satellite,xfeat_mnn,L09_0012,11,93.11,87.99,148.84,1024,74,7,0.0946,0.343,0.4328,9,False,PLE-08,,,844.5,793.4,29.8,5.4
Scene_09,satellite,xfeat_mnn,L09_0013,12,93.37,89.37,105.79,1024,82,7,0.0854,0.879,1.8572,9,False,PLE-08,,,703.5,649.5,32.6,6.3
Scene_09,satellite,xfeat_mnn,L09_0014,13,92.56,89.78,93.72,1024,73,7,0.0959,0.735,0.6013,9,False,PLE-08,,,614.2,556.6,40.1,4.4
Scene_09,satellite,xfeat_mnn,L09_0015,14,93.57,89.73,93.19,1024,88,6,0.0682,0.365,1.2042,9,False,PLE-08,,,557.7,513.7,25.6,5.4
Scene_09,satellite,xfeat_mnn,L09_0016,15,93.74,89.85,93.35,1024,68,5,0.0735,0.232,0.9534,9,False,PLE-08,,,566.6,521.1,27.6,4.3
Scene_09,satellite,xfeat_mnn,L09_0017,16,93.66,89.88,93.38,1024,66,5,0.0758,0.259,0.6036,9,False,PLE-08,,,567.6,511.8,38.3,4.1
Scene_09,satellite,xfeat_mnn,L09_0018,17,93.23,89.83,93.36,1024,68,6,0.0882,0.728,0.5818,9,False,PLE-08,,,624.7,576.1,31.0,4.1
Scene_09,satellite,xfeat_mnn,L09_0019,18,93.27,89.78,93.29,1024,80,5,0.0625,0.08,0.3468,9,False,PLE-08,,,523.0,464.2,39.7,5.2
Scene_09,satellite,xfeat_mnn,L09_0020,19,93.36,89.93,93.43,1024,103,6,0.0583,0.721,0.2917,9,False,PLE-08,,,589.2,535.8,34.0,6.0
Scene_09,satellite,xfeat_mnn,L09_0021,20,93.06,89.94,93.38,1024,89,5,0.0562,0.145,1.7068,9,False,PLE-08,,,573.5,518.8,35.7,5.3
Scene_09,satellite,xfeat_mnn,L09_0022,21,93.23,89.81,93.04,1024,74,8,0.1081,1.103,0.5003,9,False,PLE-08,,,537.5,477.8,35.3,4.4
Scene_09,satellite,xfeat_mnn,L09_0023,22,93.7,89.91,92.25,1024,61,7,0.1148,0.601,0.6542,9,True,,1.432,8.0,570.5,525.4,27.9,3.4
Scene_09,satellite,xfeat_mnn,L09_0024,23,93.92,89.94,91.82,1024,84,8,0.0952,0.818,0.3633,9,False,PLE-08,,,523.8,475.1,30.2,5.2
Scene_09,satellite,xfeat_mnn,L09_0025,24,93.97,89.92,91.51,1024,71,9,0.1268,1.011,0.5419,9,False,PLE-08,,,625.2,577.1,30.1,4.6
Scene_09,satellite,xfeat_mnn,L09_0026,25,93.93,89.76,91.42,1024,93,8,0.086,0.74,0.5341,9,False,PLE-08,,,553.6,495.7,33.8,6.0
Scene_09,satellite,xfeat_mnn,L09_0027,26,93.83,89.53,91.31,1024,67,5,0.0746,0.032,0.8187,9,True,,44.2246,8.0,512.3,472.4,23.4,2.8
Scene_09,satellite,xfeat_mnn,L09_0028,27,93.36,89.2,91.18,1024,81,6,0.0741,0.412,3.7884,9,False,PLE-08,,,502.1,451.5,33.3,5.5
Scene_09,satellite,xfeat_mnn,L09_0029,28,93.19,89.08,90.45,1024,73,8,0.1096,0.685,0.3238,9,False,PLE-08,,,521.2,473.0,31.3,3.6
Scene_09,satellite,xfeat_mnn,L09_0030,29,93.26,89.05,90.26,1024,55,8,0.1455,0.701,0.3383,9,False,PLE-08,,,482.9,444.9,22.3,3.3
Scene_09,satellite,xfeat_mnn,L09_0031,30,93.22,89.06,90.15,1024,56,5,0.0893,0.102,0.3771,9,False,PLE-08,,,491.4,444.7,29.9,3.3
Scene_09,satellite,xfeat_mnn,L09_0032,31,93.11,89.06,90.38,1024,58,4,0.069,,7.6361,9,False,PLE-08,,,492.4,450.7,24.6,3.8
Scene_09,satellite,xfeat_mnn,L09_0033,32,93.08,89.12,90.19,1024,42,5,0.119,0.627,2.6892,9,False,PLE-08,,,520.8,475.3,29.3,2.3
Scene_09,satellite,xfeat_mnn,L09_0034,33,93.2,89.0,90.01,1024,48,5,0.1042,0.413,0.2966,9,False,PLE-08,,,462.7,426.0,20.9,2.2
Scene_09,satellite,xfeat_mnn,L09_0035,34,93.17,88.96,89.77,1024,50,5,0.1,0.458,8.0577,9,False,PLE-08,,,499.5,459.3,25.6,2.2
Scene_09,satellite,xfeat_mnn,L09_0036,35,93.24,89.05,89.72,1024,48,5,0.1042,0.296,0.1495,9,False,PLE-08,,,492.9,441.1,34.3,3.3
Scene_09,satellite,xfeat_mnn,L09_0037,36,93.08,89.04,89.8,1024,61,7,0.1148,0.776,0.8843,9,True,,12.2892,8.0,498.0,454.1,30.2,1.6
Scene_09,satellite,xfeat_mnn,L09_0038,37,93.22,89.04,89.87,1024,72,9,0.125,1.088,0.8898,9,True,,9.2098,8.0,487.5,438.5,30.3,4.9
Scene_09,satellite,xfeat_mnn,L09_0039,38,93.08,89.04,89.94,1024,67,7,0.1045,0.64,0.8124,9,False,PLE-08,,,438.7,398.3,24.7,4.0
Scene_09,satellite,xfeat_mnn,L09_0040,39,92.99,89.08,89.96,1024,64,8,0.125,0.61,0.5883,9,False,PLE-08,,,532.6,492.2,24.8,3.7
Scene_09,satellite,xfeat_mnn,L09_0041,40,92.94,89.07,90.02,1024,69,6,0.087,0.439,1.028,9,True,,3.211,8.0,477.0,440.4,22.5,2.1
Scene_09,satellite,xfeat_mnn,L09_0042,41,92.71,89.05,90.08,1024,71,12,0.169,1.309,0.9715,9,True,,2.1119,8.0,483.1,432.5,32.7,4.6
Scene_09,satellite,xfeat_mnn,L09_0043,42,92.38,89.05,90.14,1024,72,7,0.0972,0.906,0.5326,9,False,PLE-08,,,453.8,413.2,22.1,5.1
Scene_09,satellite,xfeat_mnn,L09_0044,43,92.29,89.04,90.17,1024,77,7,0.0909,0.84,1.1194,9,False,PLE-08,,,493.4,453.3,22.0,4.9
Scene_09,satellite,xfeat_mnn,L09_0045,44,92.04,89.05,90.25,1024,62,7,0.1129,0.772,0.4794,9,False,PLE-08,,,435.2,394.2,24.9,3.8
Scene_09,satellite,xfeat_mnn,L09_0046,45,92.03,89.03,90.29,1024,61,6,0.0984,0.805,0.4641,9,False,PLE-08,,,461.2,423.3,22.4,3.6
Scene_09,satellite,xfeat_mnn,L09_0047,46,92.11,89.09,90.26,1024,64,7,0.1094,0.753,0.6828,9,True,,5.7583,8.0,464.9,424.2,26.4,1.5
Scene_09,satellite,xfeat_mnn,L09_0048,47,92.18,89.13,90.3,1024,53,5,0.0943,0.097,0.8227,9,False,PLE-08,,,467.1,419.1,33.3,2.1
Scene_09,satellite,xfeat_mnn,L09_0049,48,91.75,89.16,90.46,1024,45,5,0.1111,0.626,1.2515,9,False,PLE-08,,,467.0,430.8,21.8,2.2
Scene_09,satellite,xfeat_mnn,L09_0050,49,91.77,89.16,91.13,1024,46,5,0.1087,0.512,0.8314,9,False,PLE-08,,,503.2,460.1,28.6,2.4
Scene_09,satellite,xfeat_mnn,L09_0051,50,91.72,89.18,91.56,1024,53,5,0.0943,0.287,0.4825,9,False,PLE-08,,,491.4,452.3,22.6,3.4
Scene_09,satellite,xfeat_mnn,L09_0052,51,91.84,89.01,91.52,1024,74,6,0.0811,0.42,0.4641,9,False,PLE-08,,,523.0,472.9,31.3,5.8
