scene,mode,method,sample_id,frame_index,altitude_m,view_angle_deg,yaw_deg,keypoints,matches,inliers,inlier_ratio,reproj_err_px,scale,tiles_searched,plausible,reject_code,error_m,sigma_m,latency_ms,detect_ms,match_ms,ransac_ms
Scene_09,satellite,xfeat_lg,L09_0001,0,63.88,89.44,81.62,4096,0,0,0.0,,,9,False,PLE-05,,,4099.5,49.8,4025.5,0
Scene_09,satellite,xfeat_lg,L09_0002,1,70.66,89.41,82.04,4096,63,14,0.2222,1.328,80.7523,9,False,PLE-08,,,4676.8,58.4,4611.0,3.9
Scene_09,satellite,xfeat_lg,L09_0003,2,78.25,89.4,82.44,4096,60,17,0.2833,1.499,19.7667,9,False,PLE-08,,,4775.4,77.8,4691.2,2.2
Scene_09,satellite,xfeat_lg,L09_0004,3,85.34,89.4,82.7,4096,78,17,0.2179,1.308,2.3786,9,False,PLE-08,,,4781.6,96.4,4674.1,7.5
Scene_09,satellite,xfeat_lg,L09_0005,4,91.23,89.42,83.0,4096,78,21,0.2692,1.767,4.5941,9,False,PLE-08,,,5077.0,98.0,4972.3,3.0
Scene_09,satellite,xfeat_lg,L09_0006,5,93.91,89.43,83.24,4096,49,15,0.3061,1.291,0.8615,9,True,,7.6433,8.0,4665.3,109.2,4549.4,1.0
Scene_09,satellite,xfeat_lg,L09_0007,6,93.52,87.17,143.04,4096,94,21,0.2234,1.724,0.7878,9,True,,1.8536,8.0,4900.5,163.4,4730.9,2.1
Scene_09,satellite,xfeat_lg,L09_0008,7,92.33,86.78,144.67,4096,44,13,0.2955,1.3,6.3498,9,False,PLE-08,,,4742.2,159.1,4577.6,1.5
Scene_09,satellite,xfeat_lg,L09_0009,8,92.58,86.7,146.03,4096,46,12,0.2609,1.113,1.0638,9,True,,2.1137,8.0,4618.3,143.5,4465.4,2.3
Scene_09,satellite,xfeat_lg,L09_0010,9,92.94,86.86,147.48,4096,21,7,0.3333,0.457,0.527,9,False,PLE-08,,,4689.0,167.0,4516.9,1.1
Scene_09,satellite,xfeat_lg,L09_0011,10,92.89,87.26,148.38,4096,15,8,0.5333,1.006,12.598,9,False,PLE-08,,,4716.4,159.3,4551.9,0.8
Scene_09,satellite,xfeat_lg,L09_0012,11,93.11,87.99,148.84,4096,2,0,0.0,,,9,False,PLE-05,,,4710.6,178.4,4526.7,0
Scene_09,satellite,xfeat_lg,L09_0013,12,93.37,89.37,105.79,4096,13,6,0.4615,0.616,0.2547,9,False,PLE-08,,,4664.8,119.7,4540.1,0.4
Scene_09,satellite,xfeat_lg,L09_0014,13,92.56,89.78,93.72,4096,14,8,0.5714,0.83,0.756,9,True,,2.0952,8.0,4626.6,102.0,4520.1,0.4
Scene_09,satellite,xfeat_lg,L09_0015,14,93.57,89.73,93.19,4096,12,5,0.4167,0.095,0.7687,9,True,,2.6307,8.0,4538.9,98.1,4436.3,0.5
Scene_09,satellite,xfeat_lg,L09_0016,15,93.74,89.85,93.35,4096,21,9,0.4286,1.077,1.5117,9,False,PLE-08,,,4511.4,94.1,4412.7,0.7
Scene_09,satellite,xfeat_lg,L09_0017,16,93.66,89.88,93.38,4096,3,0,0.0,,,9,False,PLE-05,,,4861.5,103.9,4753.8,0
Scene_09,satellite,xfeat_lg,L09_0018,17,93.23,89.83,93.36,4096,1,0,0.0,,,9,False,PLE-05,,,4561.0,104.6,4450.5,0
Scene_09,satellite,xfeat_lg,L09_0019,18,93.27,89.78,93.29,4096,0,0,0.0,,,9,False,PLE-05,,,4551.6,89.6,4458.4,0
Scene_09,satellite,xfeat_lg,L09_0020,19,93.36,89.93,93.43,4096,0,0,0.0,,,9,False,PLE-05,,,4627.5,97.1,4526.4,0
Scene_09,satellite,xfeat_lg,L09_0021,20,93.06,89.94,93.38,4096,0,0,0.0,,,9,False,PLE-05,,,4466.3,92.8,4369.7,0
Scene_09,satellite,xfeat_lg,L09_0022,21,93.23,89.81,93.04,4096,0,0,0.0,,,9,False,PLE-05,,,4416.7,98.1,4314.8,0
