scene,mode,method,sample_id,frame_index,altitude_m,view_angle_deg,yaw_deg,keypoints,matches,inliers,inlier_ratio,reproj_err_px,scale,tiles_searched,plausible,reject_code,error_m,sigma_m,latency_ms,detect_ms,match_ms,ransac_ms
Scene_21,satellite,edgepoint2_s64,L21_0074,0,118.33,75.87,297.52,4096,1616,22,0.0136,1.373,3.8352,42,False,PLE-08,,,573.0,34.4,426.4,21.7
Scene_21,satellite,edgepoint2_s64,L21_0075,1,117.81,75.94,296.79,4096,1681,4,0.0024,,1.2628,42,True,,852.7995,8.0,486.7,32.6,434.0,17.0
Scene_21,satellite,edgepoint2_s64,L21_0076,2,117.64,76.05,296.67,4096,1349,6,0.0044,0.575,23.3921,42,False,PLE-08,,,488.3,34.4,432.1,18.4
Scene_21,satellite,edgepoint2_s64,L21_0077,3,119.64,76.29,295.99,4096,1680,8,0.0048,0.988,0.972,42,False,PLE-08,,,502.8,38.4,440.8,20.4
Scene_21,satellite,edgepoint2_s64,L21_0081,4,119.24,76.38,296.38,4096,1487,5,0.0034,0.089,0.6282,42,False,PLE-08,,,498.4,36.6,443.9,15.1
Scene_21,satellite,edgepoint2_s64,L21_0082,5,116.78,76.4,296.49,4096,1804,6,0.0033,0.458,5.4786,42,False,PLE-08,,,490.2,36.2,430.8,20.8
Scene_21,satellite,edgepoint2_s64,L21_0083,6,119.87,75.74,296.92,4096,1806,6,0.0033,0.902,7.2463,42,False,PLE-08,,,504.1,43.8,438.5,19.1
Scene_21,satellite,edgepoint2_s64,L21_0084,7,119.45,75.94,296.99,4096,1677,6,0.0036,0.808,4.9547,42,False,PLE-08,,,483.1,33.1,428.5,19.2
Scene_21,satellite,edgepoint2_s64,L21_0085,8,117.78,75.97,296.91,4096,1627,5,0.0031,0.447,0.4804,42,False,PLE-08,,,485.7,31.7,430.9,20.3
Scene_21,satellite,edgepoint2_s64,L21_0086,9,117.59,76.04,296.79,4096,1699,5,0.0029,0.41,1.1422,42,False,PLE-08,,,492.2,38.1,430.0,21.0
Scene_21,satellite,edgepoint2_s64,L21_0087,10,115.73,75.97,296.48,4096,1849,6,0.0032,0.665,0.9785,42,False,PLE-08,,,489.5,34.7,430.6,20.8
Scene_21,satellite,edgepoint2_s64,L21_0088,11,117.93,75.67,296.24,4096,1914,5,0.0026,0.239,2.5187,42,False,PLE-08,,,491.9,37.0,431.4,20.5
Scene_21,satellite,edgepoint2_s64,L21_0089,12,119.69,75.64,296.01,4096,1983,5,0.0025,0.535,0.5696,42,False,PLE-08,,,501.7,37.6,436.0,20.2
Scene_21,satellite,edgepoint2_s64,L21_0090,13,119.39,75.89,296.16,4096,1886,5,0.0027,0.171,8.9293,42,False,PLE-08,,,500.1,34.8,442.4,20.2
Scene_21,satellite,edgepoint2_s64,L21_0091,14,119.04,75.89,296.44,4096,1833,5,0.0027,0.509,1.8002,42,False,PLE-08,,,502.2,34.9,444.2,20.1
Scene_21,satellite,edgepoint2_s64,L21_0092,15,117.46,75.77,296.65,4096,1970,6,0.003,0.444,25.8974,42,False,PLE-08,,,487.6,32.6,430.6,21.7
Scene_21,satellite,edgepoint2_s64,L21_0093,16,117.6,75.69,296.66,4096,1954,5,0.0026,0.326,1.2176,42,False,PLE-08,,,500.8,34.4,442.3,21.3
Scene_21,satellite,edgepoint2_s64,L21_0094,17,117.52,75.64,296.66,4096,1960,5,0.0026,0.122,5.9611,42,False,PLE-08,,,497.9,34.4,437.1,23.0
Scene_21,satellite,edgepoint2_s64,L21_0095,18,117.79,75.59,296.83,4096,2003,5,0.0025,0.092,5.711,42,False,PLE-08,,,499.2,35.7,439.1,21.2
Scene_21,satellite,edgepoint2_s64,L21_0096,19,118.09,75.53,296.92,4096,1946,5,0.0026,0.282,1.4171,42,False,PLE-08,,,530.6,35.3,471.7,20.5
Scene_21,satellite,edgepoint2_s64,L21_0097,20,118.35,75.35,296.95,4096,1761,5,0.0028,0.456,4.11,42,False,PLE-08,,,530.6,32.8,474.0,20.6
Scene_21,satellite,edgepoint2_s64,L21_0098,21,116.22,74.95,296.29,4096,1484,5,0.0034,0.185,3.4363,42,False,PLE-08,,,527.1,35.3,469.9,18.7
Scene_21,satellite,edgepoint2_s64,L21_0099,22,116.83,75.11,296.39,4096,1972,5,0.0025,0.167,0.5415,42,False,PLE-08,,,512.4,35.6,451.3,21.5
Scene_21,satellite,edgepoint2_s64,L21_0100,23,116.79,75.25,296.57,4096,2009,7,0.0035,0.461,0.6301,42,False,PLE-08,,,512.8,42.5,446.3,21.0
Scene_21,satellite,edgepoint2_s64,L21_0101,24,116.28,75.41,296.49,4096,1929,5,0.0026,0.14,3.2335,42,False,PLE-08,,,514.0,37.5,447.5,24.6
Scene_21,satellite,edgepoint2_s64,L21_0102,25,116.76,75.5,296.39,4096,1850,5,0.0027,0.149,5.8866,42,False,PLE-08,,,526.3,33.7,468.2,21.5
Scene_21,satellite,edgepoint2_s64,L21_0103,26,116.8,75.54,296.41,4096,1819,5,0.0027,0.36,2.9644,42,False,PLE-08,,,480.1,34.7,420.9,20.9
Scene_21,satellite,edgepoint2_s64,L21_0104,27,116.8,75.65,296.3,4096,1965,5,0.0025,0.135,1.6183,42,False,PLE-08,,,488.4,34.1,428.8,22.2
Scene_21,satellite,edgepoint2_s64,L21_0105,28,116.99,75.75,296.39,4096,1806,5,0.0028,0.158,0.9435,42,False,PLE-08,,,489.4,33.8,426.3,25.9
Scene_21,satellite,edgepoint2_s64,L21_0106,29,117.1,75.86,296.55,4096,1769,5,0.0028,0.448,0.7156,42,False,PLE-08,,,487.7,34.0,427.5,23.4
Scene_21,satellite,edgepoint2_s64,L21_0107,30,117.41,75.91,296.39,4096,1956,6,0.0031,0.394,1.7099,42,False,PLE-08,,,502.8,33.3,444.4,21.7
Scene_21,satellite,edgepoint2_s64,L21_0108,31,117.62,75.97,296.33,4096,1916,5,0.0026,0.137,0.6212,42,False,PLE-08,,,496.5,35.2,437.3,20.6
Scene_21,satellite,edgepoint2_s64,L21_0109,32,117.82,76.0,296.43,4096,1899,5,0.0026,0.365,2.044,42,False,PLE-08,,,502.1,37.7,438.9,21.6
