scene,mode,method,sample_id,frame_index,altitude_m,view_angle_deg,yaw_deg,keypoints,matches,inliers,inlier_ratio,reproj_err_px,scale,tiles_searched,plausible,reject_code,error_m,sigma_m,latency_ms,detect_ms,match_ms,ransac_ms
Scene_21,satellite,xfeat_mnn,L21_0074,0,118.33,75.87,297.52,4096,1212,15,0.0124,1.702,0.8052,42,True,,27.224,8.0,1390.2,755.9,510.1,16.1
Scene_21,satellite,xfeat_mnn,L21_0075,1,117.81,75.94,296.79,4096,1518,8,0.0053,0.685,0.7353,42,False,PLE-08,,,1133.7,506.0,593.9,27.5
Scene_21,satellite,xfeat_mnn,L21_0076,2,117.64,76.05,296.67,3326,1013,7,0.0069,0.617,44.9719,42,False,PLE-08,,,795.2,278.8,496.4,16.2
Scene_21,satellite,xfeat_mnn,L21_0077,3,119.64,76.29,295.99,4096,1172,6,0.0051,0.509,1.2682,42,True,,1449.2538,8.0,911.8,409.6,482.8,15.9
Scene_21,satellite,xfeat_mnn,L21_0081,4,119.24,76.38,296.38,4096,1070,8,0.0075,1.695,5.0691,42,False,PLE-08,,,939.1,390.1,528.7,16.6
Scene_21,satellite,xfeat_mnn,L21_0082,5,116.78,76.4,296.49,4096,1430,8,0.0056,0.861,0.6531,42,False,PLE-08,,,767.3,180.0,563.1,20.7
Scene_21,satellite,xfeat_mnn,L21_0083,6,119.87,75.74,296.92,4096,1582,6,0.0038,0.074,0.8709,42,False,PLE-08,,,734.0,143.9,564.5,23.1
Scene_21,satellite,xfeat_mnn,L21_0084,7,119.45,75.94,296.99,4096,1485,7,0.0047,0.787,4.0504,42,False,PLE-08,,,1385.0,719.0,637.1,25.6
Scene_21,satellite,xfeat_mnn,L21_0085,8,117.78,75.97,296.91,4096,1246,7,0.0056,0.926,0.731,42,False,PLE-08,,,827.1,208.2,586.6,27.7
Scene_21,satellite,xfeat_mnn,L21_0086,9,117.59,76.04,296.79,4096,1322,6,0.0045,0.44,0.7268,42,False,PLE-08,,,826.1,195.1,601.4,25.3
