scene,mode,method,sample_id,frame_index,altitude_m,view_angle_deg,yaw_deg,keypoints,matches,inliers,inlier_ratio,reproj_err_px,scale,tiles_searched,plausible,reject_code,error_m,sigma_m,latency_ms,detect_ms,match_ms,ransac_ms
Scene_09,satellite,xfeat_mnn,L09_0001,0,63.88,89.44,81.62,4096,503,10,0.0199,1.298,0.3905,9,False,PLE-08,,,161.5,48.8,81.8,5.7
Scene_09,satellite,xfeat_mnn,L09_0002,1,70.66,89.41,82.04,4096,513,19,0.037,1.727,1.0947,9,False,PLE-08,,,152.6,61.9,82.8,5.1
Scene_09,satellite,xfeat_mnn,L09_0003,2,78.25,89.4,82.44,4096,486,9,0.0185,1.118,0.8525,9,True,,2.388,8.0,161.7,70.8,81.8,6.1
Scene_09,satellite,xfeat_mnn,L09_0004,3,85.34,89.4,82.7,4096,558,26,0.0466,2.011,1.0004,9,True,,2.5505,8.0,164.7,76.7,79.4,5.6
Scene_09,satellite,xfeat_mnn,L09_0005,4,91.23,89.42,83.0,4096,529,26,0.0491,1.952,0.8115,9,True,,3.2102,8.0,174.2,88.9,76.5,5.7
Scene_09,satellite,xfeat_mnn,L09_0006,5,93.91,89.43,83.24,4096,539,21,0.039,1.627,0.9378,9,True,,3.0154,8.0,174.6,91.3,74.3,5.7
Scene_09,satellite,xfeat_mnn,L09_0007,6,93.52,87.17,143.04,4096,429,27,0.0629,1.998,0.9281,9,True,,3.6569,8.0,246.4,144.7,93.9,4.6
Scene_09,satellite,xfeat_mnn,L09_0008,7,92.33,86.78,144.67,4096,426,26,0.061,1.602,2.3131,9,False,PLE-08,,,223.9,136.3,79.6,4.9
Scene_09,satellite,xfeat_mnn,L09_0009,8,92.58,86.7,146.03,4096,395,10,0.0253,1.204,1.1797,9,False,PLE-08,,,227.3,142.3,76.5,5.3
Scene_09,satellite,xfeat_mnn,L09_0010,9,92.94,86.86,147.48,4096,437,8,0.0183,0.72,0.4086,9,False,PLE-08,,,224.4,138.7,77.2,5.2
Scene_09,satellite,xfeat_mnn,L09_0011,10,92.89,87.26,148.38,4096,449,15,0.0334,1.942,1.1937,9,True,,0.6328,8.0,219.5,133.4,78.3,4.6
Scene_09,satellite,xfeat_mnn,L09_0012,11,93.11,87.99,148.84,4096,406,12,0.0296,1.281,3.8928,9,False,PLE-08,,,214.2,126.3,79.5,5.3
Scene_09,satellite,xfeat_mnn,L09_0013,12,93.37,89.37,105.79,4096,447,11,0.0246,1.068,0.7266,9,True,,1.2673,8.0,190.9,107.7,75.2,4.8
Scene_09,satellite,xfeat_mnn,L09_0014,13,92.56,89.78,93.72,4096,476,9,0.0189,1.255,0.3051,9,False,PLE-08,,,172.5,90.6,74.1,4.7
Scene_09,satellite,xfeat_mnn,L09_0015,14,93.57,89.73,93.19,4096,488,9,0.0184,0.825,0.3841,9,False,PLE-08,,,169.3,86.1,74.6,5.3
Scene_09,satellite,xfeat_mnn,L09_0016,15,93.74,89.85,93.35,4096,443,6,0.0135,0.428,0.6942,9,False,PLE-08,,,163.8,79.9,76.4,4.4
Scene_09,satellite,xfeat_mnn,L09_0017,16,93.66,89.88,93.38,4096,437,12,0.0275,1.476,0.777,9,True,,2.5149,8.0,164.5,82.6,74.9,3.9
Scene_09,satellite,xfeat_mnn,L09_0018,17,93.23,89.83,93.36,4096,481,7,0.0146,0.844,0.779,9,False,PLE-08,,,163.6,77.9,77.8,5.0
Scene_09,satellite,xfeat_mnn,L09_0019,18,93.27,89.78,93.29,4096,530,7,0.0132,1.258,4.2038,9,False,PLE-08,,,165.2,79.9,76.4,5.9
Scene_09,satellite,xfeat_mnn,L09_0020,19,93.36,89.93,93.43,4096,565,6,0.0106,0.778,1.2006,9,True,,127.8762,8.0,166.9,79.9,79.2,4.6
Scene_09,satellite,xfeat_mnn,L09_0021,20,93.06,89.94,93.38,4096,527,9,0.0171,0.537,0.8197,9,True,,18.462,8.0,166.1,79.1,79.4,4.5
Scene_09,satellite,xfeat_mnn,L09_0022,21,93.23,89.81,93.04,4096,467,6,0.0128,0.402,0.671,9,False,PLE-08,,,165.7,81.0,76.2,5.5
Scene_09,satellite,xfeat_mnn,L09_0023,22,93.7,89.91,92.25,4096,408,6,0.0147,0.365,0.6352,9,False,PLE-08,,,165.4,78.7,79.0,4.5
Scene_09,satellite,xfeat_mnn,L09_0024,23,93.92,89.94,91.82,4096,476,14,0.0294,1.429,1.4016,9,False,PLE-08,,,165.6,78.8,78.6,5.2
Scene_09,satellite,xfeat_mnn,L09_0025,24,93.97,89.92,91.51,4096,457,15,0.0328,1.385,1.207,9,True,,2.1768,8.0,170.6,82.9,79.2,5.3
Scene_09,satellite,xfeat_mnn,L09_0026,25,93.93,89.76,91.42,4096,465,9,0.0194,1.062,0.8704,9,True,,0.8299,8.0,170.6,83.8,79.8,3.7
Scene_09,satellite,xfeat_mnn,L09_0027,26,93.83,89.53,91.31,4096,481,8,0.0166,0.736,0.5094,9,False,PLE-08,,,166.6,80.4,78.2,4.9
Scene_09,satellite,xfeat_mnn,L09_0028,27,93.36,89.2,91.18,4096,489,9,0.0184,0.775,0.7085,9,True,,2.4799,8.0,158.4,74.5,76.8,3.8
Scene_09,satellite,xfeat_mnn,L09_0029,28,93.19,89.08,90.45,4096,447,12,0.0268,1.662,0.9996,9,True,,5.9622,8.0,164.8,74.4,82.3,4.7
Scene_09,satellite,xfeat_mnn,L09_0030,29,93.26,89.05,90.26,4096,414,11,0.0266,2.17,0.6812,9,True,,3.0208,8.0,162.9,75.9,79.4,4.5
Scene_09,satellite,xfeat_mnn,L09_0031,30,93.22,89.06,90.15,4096,376,5,0.0133,0.082,0.683,9,False,PLE-08,,,165.8,77.1,81.1,4.1
Scene_09,satellite,xfeat_mnn,L09_0032,31,93.11,89.06,90.38,4096,440,5,0.0114,0.044,0.4062,9,False,PLE-08,,,163.8,76.8,79.4,4.2
Scene_09,satellite,xfeat_mnn,L09_0033,32,93.08,89.12,90.19,4096,420,5,0.0119,0.284,0.7306,9,False,PLE-08,,,170.1,83.9,78.9,4.3
Scene_09,satellite,xfeat_mnn,L09_0034,33,93.2,89.0,90.01,4096,411,6,0.0146,0.648,1.1421,9,False,PLE-08,,,162.3,78.7,76.6,4.0
Scene_09,satellite,xfeat_mnn,L09_0035,34,93.17,88.96,89.77,4096,416,6,0.0144,0.47,1.6945,9,False,PLE-08,,,166.9,79.0,80.2,4.3
Scene_09,satellite,xfeat_mnn,L09_0036,35,93.24,89.05,89.72,4096,366,7,0.0191,1.057,6.3346,9,False,PLE-08,,,159.7,75.4,77.3,3.6
Scene_09,satellite,xfeat_mnn,L09_0037,36,93.08,89.04,89.8,4096,426,10,0.0235,1.764,0.9667,9,True,,3.069,8.0,162.3,72.7,80.2,6.1
Scene_09,satellite,xfeat_mnn,L09_0038,37,93.22,89.04,89.87,4096,438,20,0.0457,1.928,0.8625,9,True,,4.441,8.0,176.6,84.4,81.4,4.8
Scene_09,satellite,xfeat_mnn,L09_0039,38,93.08,89.04,89.94,4096,436,5,0.0115,0.152,0.7728,9,True,,186.7502,8.0,161.1,73.7,79.5,3.7
Scene_09,satellite,xfeat_mnn,L09_0040,39,92.99,89.08,89.96,4096,411,11,0.0268,1.633,0.9148,9,True,,2.5925,8.0,157.9,73.3,77.6,3.4
Scene_09,satellite,xfeat_mnn,L09_0041,40,92.94,89.07,90.02,4096,390,16,0.041,1.873,0.5312,9,False,PLE-08,,,159.5,72.2,79.7,4.4
Scene_09,satellite,xfeat_mnn,L09_0042,41,92.71,89.05,90.08,4096,380,17,0.0447,1.527,0.4549,9,False,PLE-08,,,161.4,75.3,78.4,4.2
Scene_09,satellite,xfeat_mnn,L09_0043,42,92.38,89.05,90.14,4096,379,5,0.0132,0.109,0.8318,9,True,,79.4184,8.0,157.5,73.5,77.2,3.8
Scene_09,satellite,xfeat_mnn,L09_0044,43,92.29,89.04,90.17,4096,403,7,0.0174,0.386,0.6189,9,False,PLE-08,,,165.7,73.9,80.3,7.9
Scene_09,satellite,xfeat_mnn,L09_0045,44,92.04,89.05,90.25,4096,396,9,0.0227,0.937,0.6531,9,True,,5.2507,8.0,167.4,75.3,85.5,3.4
Scene_09,satellite,xfeat_mnn,L09_0046,45,92.03,89.03,90.29,4096,429,11,0.0256,1.457,3.5122,9,False,PLE-08,,,157.7,72.4,77.2,4.7
Scene_09,satellite,xfeat_mnn,L09_0047,46,92.11,89.09,90.26,4096,411,6,0.0146,0.634,0.5011,9,False,PLE-08,,,154.8,70.6,76.2,4.8
Scene_09,satellite,xfeat_mnn,L09_0048,47,92.18,89.13,90.3,4096,356,7,0.0197,0.396,0.8387,9,True,,5.2046,8.0,153.2,71.2,75.1,3.9
Scene_09,satellite,xfeat_mnn,L09_0049,48,91.75,89.16,90.46,4096,361,5,0.0139,0.065,3.0385,9,False,PLE-08,,,157.7,74.7,75.5,4.5
Scene_09,satellite,xfeat_mnn,L09_0050,49,91.77,89.16,91.13,4096,385,12,0.0312,1.631,0.6552,9,True,,1.2904,8.0,156.8,71.5,77.1,4.7
Scene_09,satellite,xfeat_mnn,L09_0051,50,91.72,89.18,91.56,4096,410,10,0.0244,1.183,1.1806,9,True,,2.4017,8.0,157.5,73.3,77.0,4.0
Scene_09,satellite,xfeat_mnn,L09_0052,51,91.84,89.01,91.52,4096,474,8,0.0169,0.921,0.9002,9,True,,3.8167,8.0,160.2,74.2,77.6,4.4
Scene_09,satellite,xfeat_mnn,L09_0053,52,91.96,88.9,91.21,4096,480,9,0.0187,0.571,0.4439,9,False,PLE-08,,,160.6,76.0,76.4,5.2
Scene_09,satellite,xfeat_mnn,L09_0054,53,92.21,88.65,90.92,4096,473,6,0.0127,0.691,0.7435,9,False,PLE-08,,,158.5,74.9,75.8,4.7
Scene_09,satellite,xfeat_mnn,L09_0055,54,92.27,88.53,90.68,4096,429,7,0.0163,0.694,0.4099,9,False,PLE-08,,,159.5,73.1,78.5,4.4
Scene_09,satellite,xfeat_mnn,L09_0056,55,92.13,88.3,90.49,4096,436,17,0.039,1.637,0.7987,9,True,,2.81,8.0,158.5,71.2,79.5,4.6
Scene_09,satellite,xfeat_mnn,L09_0057,56,92.0,88.17,90.28,4096,416,12,0.0288,1.728,0.6813,9,True,,4.3765,8.0,156.7,75.4,75.0,3.2
Scene_09,satellite,xfeat_mnn,L09_0058,57,91.98,88.02,90.32,4096,472,18,0.0381,1.854,0.5391,9,False,PLE-08,,,156.8,70.9,77.9,5.0
Scene_09,satellite,xfeat_mnn,L09_0059,58,91.72,87.84,90.56,4096,485,7,0.0144,0.852,1.2036,9,True,,187.417,8.0,156.3,72.8,76.7,3.7
Scene_09,satellite,xfeat_mnn,L09_0060,59,91.43,87.65,90.86,4096,502,7,0.0139,0.622,1.0321,9,True,,167.8494,8.0,153.8,70.3,76.5,3.8
Scene_09,satellite,xfeat_mnn,L09_0061,60,91.04,87.58,90.79,4096,428,17,0.0397,1.486,1.2854,9,True,,3.6203,8.0,412.1,323.4,79.8,3.9
Scene_09,satellite,xfeat_mnn,L09_0062,61,90.5,87.53,90.71,4096,476,10,0.021,1.454,12.6687,9,False,PLE-08,,,156.8,70.8,77.8,5.2
Scene_09,satellite,xfeat_mnn,L09_0063,62,90.2,87.52,90.45,4096,443,13,0.0293,1.903,0.6802,9,True,,3.2853,8.0,158.3,76.7,74.5,4.0
Scene_09,satellite,xfeat_mnn,L09_0064,63,90.01,87.38,90.81,4096,480,7,0.0146,0.78,0.3132,9,False,PLE-08,,,156.1,71.5,76.3,4.7
Scene_09,satellite,xfeat_mnn,L09_0065,64,89.87,87.36,90.65,4096,479,6,0.0125,0.399,34.0356,9,False,PLE-08,,,152.2,69.3,75.6,4.2
Scene_09,satellite,xfeat_mnn,L09_0066,65,89.9,87.4,90.57,4096,503,6,0.0119,0.739,5.5822,9,False,PLE-08,,,155.7,69.4,78.5,4.6
Scene_09,satellite,xfeat_mnn,L09_0067,66,89.58,87.54,89.03,4096,504,5,0.0099,0.347,0.5842,9,False,PLE-08,,,152.3,66.1,77.9,5.2
Scene_09,satellite,xfeat_mnn,L09_0068,67,89.6,87.61,89.35,4096,480,6,0.0125,0.282,1.7041,9,False,PLE-08,,,153.4,69.7,76.0,4.5
Scene_09,satellite,xfeat_mnn,L09_0069,68,90.01,87.81,89.47,4096,468,6,0.0128,0.608,0.0753,9,False,PLE-08,,,156.1,72.1,76.7,4.1
Scene_09,satellite,xfeat_mnn,L09_0070,69,90.05,88.05,89.66,4096,444,8,0.018,1.316,1.6201,9,False,PLE-08,,,158.5,71.5,79.2,4.9
Scene_09,satellite,xfeat_mnn,L09_0071,70,90.05,88.23,89.87,4096,371,8,0.0216,1.194,0.6274,9,False,PLE-08,,,152.1,69.3,75.4,3.9
Scene_09,satellite,xfeat_mnn,L09_0072,71,90.25,88.33,90.11,4096,390,13,0.0333,1.6,0.2378,9,False,PLE-08,,,154.3,70.5,76.1,4.4
Scene_09,satellite,xfeat_mnn,L09_0073,72,90.15,88.41,90.24,4096,438,23,0.0525,1.834,0.9645,9,True,,2.7746,8.0,155.3,69.3,78.8,4.0
Scene_09,satellite,xfeat_mnn,L09_0074,73,90.22,88.45,90.42,4096,460,30,0.0652,1.988,2.6631,9,False,PLE-08,,,407.6,323.7,76.3,4.5
Scene_09,satellite,xfeat_mnn,L09_0075,74,90.47,88.56,90.57,4096,458,24,0.0524,1.635,0.8228,9,True,,3.408,8.0,164.1,73.1,84.1,3.6
Scene_09,satellite,xfeat_mnn,L09_0076,75,90.71,88.64,90.67,4096,501,29,0.0579,1.878,1.5457,9,False,PLE-08,,,175.9,87.9,79.4,5.7
Scene_09,satellite,xfeat_mnn,L09_0077,76,90.6,88.8,90.7,4096,460,12,0.0261,1.036,1.248,9,True,,3.3778,8.0,156.6,70.8,78.9,3.6
Scene_09,satellite,xfeat_mnn,L09_0078,77,90.7,88.87,90.66,4096,427,20,0.0468,1.751,2.2722,9,False,PLE-08,,,156.2,70.6,77.6,4.8
Scene_09,satellite,xfeat_mnn,L09_0079,78,90.43,88.91,90.7,4096,389,14,0.036,1.354,0.803,9,True,,2.666,8.0,162.5,72.9,80.5,5.4
Scene_09,satellite,xfeat_mnn,L09_0080,79,90.25,88.91,90.73,4096,420,12,0.0286,1.698,1.4587,9,False,PLE-08,,,159.7,73.8,77.9,4.9
Scene_09,satellite,xfeat_mnn,L09_0081,80,90.48,88.9,90.75,4096,453,9,0.0199,1.839,0.8551,9,True,,1.7337,8.0,157.7,72.0,77.5,5.2
Scene_09,satellite,xfeat_mnn,L09_0082,81,90.34,88.9,90.64,4096,434,14,0.0323,1.304,0.8121,9,True,,1.4747,8.0,159.3,71.7,79.8,4.4
Scene_09,satellite,xfeat_mnn,L09_0083,82,90.25,88.83,90.66,4096,436,15,0.0344,1.523,0.9,9,True,,1.6564,8.0,164.3,78.8,77.6,4.8
Scene_09,satellite,xfeat_mnn,L09_0084,83,90.3,88.78,90.73,4096,446,12,0.0269,2.128,1.1816,9,True,,1.636,8.0,167.3,74.0,82.0,7.4
Scene_09,satellite,xfeat_mnn,L09_0085,84,90.21,88.71,92.84,4096,426,7,0.0164,0.222,0.7177,9,False,PLE-08,,,179.8,86.7,80.5,9.1
Scene_09,satellite,xfeat_mnn,L09_0086,85,90.26,88.71,94.23,4096,451,6,0.0133,0.625,5.3716,9,False,PLE-08,,,177.7,82.0,86.3,6.2
Scene_09,satellite,xfeat_mnn,L09_0087,86,90.17,89.0,91.81,4096,424,16,0.0377,1.463,1.0237,9,True,,0.6302,8.0,168.7,77.0,82.4,5.7
