scene,mode,method,sample_id,frame_index,altitude_m,view_angle_deg,yaw_deg,keypoints,matches,inliers,inlier_ratio,reproj_err_px,scale,tiles_searched,plausible,reject_code,error_m,sigma_m,latency_ms,detect_ms,match_ms,ransac_ms
Scene_09,satellite,edgepoint2_s64,L09_0001,0,63.88,89.44,81.62,4096,472,8,0.0169,0.877,0.3658,9,False,PLE-08,,,2457.3,866.0,1475.8,27.8
Scene_09,satellite,edgepoint2_s64,L09_0002,1,70.66,89.41,82.04,4096,493,10,0.0203,0.852,1.3636,9,False,PLE-08,,,2733.0,1167.0,1503.6,32.6
Scene_09,satellite,edgepoint2_s64,L09_0003,2,78.25,89.4,82.44,4096,482,17,0.0353,1.461,0.3293,9,False,PLE-08,,,3037.2,1459.1,1508.9,34.5
Scene_09,satellite,edgepoint2_s64,L09_0004,3,85.34,89.4,82.7,4096,451,10,0.0222,1.035,0.708,9,True,,1.4044,8.0,3327.3,1712.0,1561.7,22.4
Scene_09,satellite,edgepoint2_s64,L09_0005,4,91.23,89.42,83.0,4096,455,12,0.0264,1.027,1.166,9,True,,2.5082,8.0,3545.8,1975.1,1511.1,22.1
Scene_09,satellite,edgepoint2_s64,L09_0006,5,93.91,89.43,83.24,4096,467,31,0.0664,1.704,0.7796,9,True,,2.1348,8.0,3626.6,2041.2,1512.6,26.2
Scene_09,satellite,edgepoint2_s64,L09_0007,6,93.52,87.17,143.04,4096,479,36,0.0752,1.663,0.7822,9,True,,2.2582,8.0,4670.6,3239.8,1364.1,25.1
Scene_09,satellite,edgepoint2_s64,L09_0008,7,92.33,86.78,144.67,4096,442,22,0.0498,1.757,1.973,9,False,PLE-08,,,4630.8,3014.0,1548.2,27.9
Scene_09,satellite,edgepoint2_s64,L09_0009,8,92.58,86.7,146.03,4096,436,27,0.0619,1.615,0.8101,9,True,,2.473,8.0,4613.3,3073.5,1471.1,27.3
Scene_09,satellite,edgepoint2_s64,L09_0010,9,92.94,86.86,147.48,4096,431,8,0.0186,1.047,0.2354,9,False,PLE-08,,,4307.2,2815.7,1429.8,27.3
Scene_09,satellite,edgepoint2_s64,L09_0011,10,92.89,87.26,148.38,4096,400,13,0.0325,1.589,0.6667,9,True,,2.7056,8.0,4615.2,3059.7,1498.3,18.5
Scene_09,satellite,edgepoint2_s64,L09_0012,11,93.11,87.99,148.84,4096,361,8,0.0222,0.809,2.6407,9,False,PLE-08,,,4700.5,3085.9,1541.8,33.1
Scene_09,satellite,edgepoint2_s64,L09_0013,12,93.37,89.37,105.79,4096,448,5,0.0112,0.303,2.1696,9,False,PLE-08,,,3925.6,2429.9,1430.2,27.4
Scene_09,satellite,edgepoint2_s64,L09_0014,13,92.56,89.78,93.72,4096,411,9,0.0219,1.336,2.055,9,False,PLE-08,,,3468.7,1871.1,1538.7,24.2
Scene_09,satellite,edgepoint2_s64,L09_0015,14,93.57,89.73,93.19,4096,454,7,0.0154,0.751,0.168,9,False,PLE-08,,,3333.6,1734.5,1540.9,26.4
Scene_09,satellite,edgepoint2_s64,L09_0016,15,93.74,89.85,93.35,4096,490,9,0.0184,0.759,0.9983,9,True,,2.6026,8.0,3471.2,1893.4,1519.2,23.9
Scene_09,satellite,edgepoint2_s64,L09_0017,16,93.66,89.88,93.38,4096,481,8,0.0166,1.489,1.3447,9,True,,6.6576,8.0,3483.6,1863.4,1562.3,22.9
Scene_09,satellite,edgepoint2_s64,L09_0018,17,93.23,89.83,93.36,4096,494,8,0.0162,0.908,0.7759,9,True,,2.2169,8.0,3508.2,1853.7,1591.6,22.9
Scene_09,satellite,edgepoint2_s64,L09_0019,18,93.27,89.78,93.29,4096,496,11,0.0222,0.605,12.0468,9,False,PLE-08,,,3509.4,1830.2,1610.2,33.2
Scene_09,satellite,edgepoint2_s64,L09_0020,19,93.36,89.93,93.43,4096,542,14,0.0258,0.787,1.2747,9,True,,2.1763,8.0,3193.1,1801.8,1331.7,24.6
Scene_09,satellite,edgepoint2_s64,L09_0021,20,93.06,89.94,93.38,4096,503,6,0.0119,0.706,3.6893,9,False,PLE-08,,,3450.7,1802.8,1575.9,29.2
Scene_09,satellite,edgepoint2_s64,L09_0022,21,93.23,89.81,93.04,4096,485,6,0.0124,0.629,2.3219,9,False,PLE-08,,,3475.8,1843.1,1569.2,28.3
Scene_09,satellite,edgepoint2_s64,L09_0023,22,93.7,89.91,92.25,4096,445,5,0.0112,0.127,45.8533,9,False,PLE-08,,,3422.8,1805.2,1551.0,29.8
Scene_09,satellite,edgepoint2_s64,L09_0024,23,93.92,89.94,91.82,4096,452,6,0.0133,0.557,0.8467,9,True,,81.4946,8.0,3313.4,1774.3,1486.0,17.9
Scene_09,satellite,edgepoint2_s64,L09_0025,24,93.97,89.92,91.51,4096,447,14,0.0313,1.867,0.7093,9,True,,2.0151,8.0,2891.3,1569.8,1268.1,23.4
Scene_09,satellite,edgepoint2_s64,L09_0026,25,93.93,89.76,91.42,4096,462,10,0.0216,1.67,1.9742,9,False,PLE-08,,,3217.8,1578.4,1581.1,26.1
Scene_09,satellite,edgepoint2_s64,L09_0027,26,93.83,89.53,91.31,4096,443,8,0.0181,1.485,0.9625,9,True,,2.8856,8.0,3053.7,1628.0,1368.8,22.3
Scene_09,satellite,edgepoint2_s64,L09_0028,27,93.36,89.2,91.18,4096,428,11,0.0257,1.129,0.3416,9,False,PLE-08,,,2918.5,1372.1,1491.1,22.8
Scene_09,satellite,edgepoint2_s64,L09_0029,28,93.19,89.08,90.45,4096,379,5,0.0132,0.119,1.2076,9,False,PLE-08,,,3216.1,1603.9,1553.3,24.4
Scene_09,satellite,edgepoint2_s64,L09_0030,29,93.26,89.05,90.26,4096,391,5,0.0128,0.401,0.4437,9,False,PLE-08,,,3240.9,1602.0,1580.3,21.8
Scene_09,satellite,edgepoint2_s64,L09_0031,30,93.22,89.06,90.15,4096,225,5,0.0222,0.254,17.7731,9,False,PLE-08,,,2875.6,1502.9,1319.2,14.7
Scene_09,satellite,edgepoint2_s64,L09_0032,31,93.11,89.06,90.38,4096,307,5,0.0163,0.146,1.4014,9,False,PLE-08,,,3072.2,1524.4,1501.3,18.0
Scene_09,satellite,edgepoint2_s64,L09_0033,32,93.08,89.12,90.19,4096,239,5,0.0209,0.4,0.5556,9,False,PLE-08,,,3207.7,1606.8,1544.9,21.6
Scene_09,satellite,edgepoint2_s64,L09_0034,33,93.2,89.0,90.01,4096,208,5,0.024,0.312,0.598,9,False,PLE-08,,,2868.1,1333.8,1487.7,14.5
Scene_09,satellite,edgepoint2_s64,L09_0035,34,93.17,88.96,89.77,4096,277,5,0.0181,0.38,5.0166,9,False,PLE-08,,,2867.5,1490.7,1326.8,17.3
Scene_09,satellite,edgepoint2_s64,L09_0036,35,93.24,89.05,89.72,4096,354,5,0.0141,0.44,0.4776,9,False,PLE-08,,,3153.5,1598.9,1489.6,20.8
Scene_09,satellite,edgepoint2_s64,L09_0037,36,93.08,89.04,89.8,4096,384,5,0.013,0.174,1.0257,9,False,PLE-08,,,3278.1,1642.4,1576.2,23.5
Scene_09,satellite,edgepoint2_s64,L09_0038,37,93.22,89.04,89.87,4096,344,8,0.0233,0.7,0.661,9,True,,3.2888,8.0,3269.7,1634.9,1582.4,17.8
Scene_09,satellite,edgepoint2_s64,L09_0039,38,93.08,89.04,89.94,4096,381,5,0.0131,0.066,2.6544,9,False,PLE-08,,,2998.0,1497.3,1444.8,22.3
Scene_09,satellite,edgepoint2_s64,L09_0040,39,92.99,89.08,89.96,4096,464,13,0.028,2.0,1.9718,9,False,PLE-08,,,2918.4,1401.0,1463.3,25.3
Scene_09,satellite,edgepoint2_s64,L09_0041,40,92.94,89.07,90.02,4096,410,5,0.0122,0.063,0.7215,9,True,,126.1956,8.0,2896.3,1428.4,1412.9,22.3
