scene,mode,method,sample_id,frame_index,altitude_m,view_angle_deg,yaw_deg,keypoints,matches,inliers,inlier_ratio,reproj_err_px,scale,tiles_searched,plausible,reject_code,error_m,sigma_m,latency_ms,detect_ms,match_ms,ransac_ms
Scene_09,satellite,xfeat_lg,L09_0001,0,63.88,89.44,81.62,4096,0,0,0.0,,,9,False,PLE-05,,,62466.2,1223.2,61149.7,0
Scene_09,satellite,xfeat_lg,L09_0002,1,70.66,89.41,82.04,4096,63,14,0.2222,1.328,80.7523,9,False,PLE-08,,,62560.7,1406.8,61113.3,10.1
Scene_09,satellite,xfeat_lg,L09_0003,2,78.25,89.4,82.44,4096,60,18,0.3,1.297,2.9285,9,False,PLE-08,,,63133.8,1611.5,61482.0,7.4
Scene_09,satellite,xfeat_lg,L09_0004,3,85.34,89.4,82.7,4096,78,17,0.2179,1.308,2.3786,9,False,PLE-08,,,64491.9,1934.9,62509.7,17.8
Scene_09,satellite,xfeat_lg,L09_0005,4,91.23,89.42,83.0,4096,78,21,0.2692,1.767,4.5941,9,False,PLE-08,,,67365.2,2250.7,65066.1,10.7
Scene_09,satellite,xfeat_lg,L09_0006,5,93.91,89.43,83.24,4096,49,15,0.3061,1.291,0.8615,9,True,,7.6433,8.0,64665.5,2366.3,62259.2,2.8
Scene_09,satellite,xfeat_lg,L09_0007,6,93.52,87.17,143.04,4096,94,21,0.2234,1.724,0.7878,9,True,,1.8536,8.0,66102.3,3607.9,62454.5,5.8
Scene_09,satellite,xfeat_lg,L09_0008,7,92.33,86.78,144.67,4096,44,13,0.2955,1.3,6.3498,9,False,PLE-08,,,66805.9,3372.8,63393.5,5.1
Scene_09,satellite,xfeat_lg,L09_0009,8,92.58,86.7,146.03,4096,46,12,0.2609,1.113,1.0638,9,True,,2.1137,8.0,63811.9,3507.4,60263.1,8.5
Scene_09,satellite,xfeat_lg,L09_0010,9,92.94,86.86,147.48,4096,21,7,0.3333,0.457,0.527,9,False,PLE-08,,,66963.6,3541.3,63373.6,3.2
Scene_09,satellite,xfeat_lg,L09_0011,10,92.89,87.26,148.38,4096,15,8,0.5333,1.006,12.598,9,False,PLE-08,,,67464.9,3503.2,63919.7,2.3
Scene_09,satellite,xfeat_lg,L09_0012,11,93.11,87.99,148.84,4096,2,0,0.0,,,9,False,PLE-05,,,64680.9,3258.2,61381.8,0
Scene_09,satellite,xfeat_lg,L09_0013,12,93.37,89.37,105.79,4096,13,6,0.4615,0.616,0.2547,9,False,PLE-08,,,64205.9,2809.1,61358.8,1.1
Scene_09,satellite,xfeat_lg,L09_0014,13,92.56,89.78,93.72,4096,14,8,0.5714,0.83,0.756,9,True,,2.0952,8.0,63697.3,2182.2,61477.0,1.0
